head,relation,tail,mode
n03058107,_hyponym,n03875218,train
n02900160,_part_of,n03494706,train
n12546420,_hypernym,n12546183,train
n04317420,_hypernym,n03563967,train
n10190516,_hypernym,n10577284,train
n03865371,_hypernym,n02773838,train
n07685730,_hyponym,n07686021,train
n11900569,_hyponym,n11903671,train
n01525720,_hyponym,n01527617,train
n04489817,_hypernym,n03489162,train
n03259505,_hyponym,n03088580,train
n10726786,_hyponym,n10690421,train
n04202417,_hyponym,n04443257,train
n02517442,_hyponym,n02519686,train
n13104059,_hyponym,n12662772,train
n03701391,_hyponym,n04347519,train
n02424695,_hyponym,n02424909,train
n02554730,_hyponym,n02571810,train
n11982939,_hypernym,n12205694,train
n04105893,_hyponym,n04308583,train
n02328820,_hypernym,n02328429,train
n01439808,_hypernym,n01439514,train
n01495701,_hyponym,n01498989,train
n09639919,_hypernym,n09638875,train
n03183080,_hyponym,n03305522,train
n12430198,_hyponym,n12430675,train
n12031139,_hypernym,n12030654,train
n09399592,_hypernym,n09366317,train
n03125057,_part_of,n02995345,train
n03619890,_hyponym,n03412220,train
n01789386,_hyponym,n01789740,train
n02451415,_hypernym,n02441326,train
n11915899,_hyponym,n11999656,train
n07567139,_hypernym,n07566340,train
n04018155,_has_part,n02705944,train
n01822300,_hypernym,n01821203,train
n03963294,_hypernym,n03278248,train
n10612210,_hyponym,n10267166,train
n02170400,_hypernym,n02164464,train
n12583126,_hyponym,n12597798,train
n09505153,_hyponym,n10067305,train
n01384687,_hyponym,n01385017,train
n02159955,_hypernym,n01767661,train
n09626238,_hyponym,n09816771,train
n10317007,_hyponym,n09942970,train
n04057047,_hypernym,n03265032,train
n03391770,_hyponym,n04038727,train
n02570838,_hyponym,n02571167,train
n00015388,_hyponym,n01317541,train
n02486410,_hypernym,n02484473,train
n03612814,_hypernym,n03990474,train
n03358172,_hypernym,n03636248,train
n12743352,_has_part,n07766409,train
n12342299,_hyponym,n12342498,train
n02507649,_hyponym,n02509815,train
n02311060,_hyponym,n02309337,train
n12024445,_has_part,n12024690,train
n04452848,_part_of,n03075097,train
n12587803,_hypernym,n12582231,train
n03873699,_hypernym,n02848523,train
n00007846,_hyponym,n10328941,train
n02250822,_hyponym,n02251067,train
n02407390,_hypernym,n02406174,train
n03159640,_hypernym,n03961939,train
n03274561,_hyponym,n03691459,train
n10087736,_hypernym,n10266848,train
n02657368,_hyponym,n02661017,train
n02022684,_hyponym,n02038993,train
n10676569,_hypernym,n09765278,train
n09702134,_hypernym,n09701148,train
n12639168,_has_part,n07765728,train
n04100174,_hyponym,n03976657,train
n02686568,_hyponym,n03510583,train
n02246628,_hypernym,n02246011,train
n03309465,_has_part,n04082886,train
n03906590,_hypernym,n03904183,train
n07810907,_hyponym,n07825972,train
n03321103,_hypernym,n03596285,train
n03158885,_hypernym,n03624134,train
n07697537,_has_part,n07690019,train
n04376400,_hypernym,n03279153,train
n12793015,_hyponym,n12794568,train
n03294048,_hyponym,n03278248,train
n03948459,_hyponym,n04171629,train
n11797981,_hypernym,n13118707,train
n02677718,_hyponym,n04022434,train
n13104059,_hyponym,n12697514,train
n07620145,_hypernym,n07612632,train
n07573696,_hyponym,n07574602,train
n07858595,_hypernym,n07809368,train
n03918480,_hyponym,n03985232,train
n12806732,_hyponym,n12807409,train
n02958343,_has_part,n04357121,train
n07735803,_hypernym,n07710283,train
n12451915,_hyponym,n12452256,train
n02010453,_hypernym,n02008041,train
n12491017,_hypernym,n13109733,train
n04467665,_hypernym,n04490091,train
n02000954,_hyponym,n02002075,train
n03279153,_hyponym,n04376400,train
n04105893,_hyponym,n03120778,train
n12582231,_hyponym,n12587803,train
n10521100,_hyponym,n09825750,train
n03391770,_hyponym,n03042697,train
n04364827,_hypernym,n04364545,train
n02554730,_hyponym,n02610664,train
n01573627,_hypernym,n01571904,train
n10622053,_hyponym,n10410246,train
n02419796,_hypernym,n02401031,train
n03604629,_hyponym,n03604843,train
n12515925,_hypernym,n11748002,train
n11703669,_hyponym,n11704791,train
n03119510,_hyponym,n03054901,train
n02955065,_hypernym,n04014297,train
n01482330,_hyponym,n01486010,train
n12651821,_hyponym,n12625003,train
n03664675,_hypernym,n03183080,train
n07881800,_hyponym,n07883251,train
n12694486,_hypernym,n11666854,train
n03431745,_hyponym,n03292736,train
n12256112,_hypernym,n12205694,train
n04039848,_has_part,n04021503,train
n03916031,_hypernym,n04447443,train
n12667406,_hyponym,n12667582,train
n03334017,_hypernym,n03072201,train
n11985739,_hypernym,n12205694,train
n02528163,_hyponym,n02638596,train
n12102133,_hyponym,n12113657,train
n11694866,_hypernym,n11693981,train
n02431628,_hypernym,n02430045,train
n02565324,_hypernym,n02564720,train
n02643316,_hypernym,n02643112,train
n00441824,_hypernym,n00523513,train
n01589286,_hypernym,n01525720,train
n04389033,_has_part,n02950826,train
n04596852,_hyponym,n02892767,train
n12205694,_hyponym,n12013035,train
n03265032,_hyponym,n04148054,train
n11669921,_hyponym,n12799776,train
n07757312,_hypernym,n07757132,train
n03309808,_hyponym,n02952109,train
n07766173,_part_of,n12744387,train
n04211356,_hypernym,n02851099,train
n11868814,_hyponym,n11878283,train
n03739518,_hypernym,n02913152,train
n03035252,_hypernym,n02954163,train
n10000294,_hypernym,n09960688,train
n03058107,_hypernym,n03122748,train
n09991867,_hypernym,n09622302,train
n02557749,_hyponym,n02557909,train
n03082979,_hyponym,n06359193,train
n02601344,_hypernym,n02554730,train
n07891433,_hypernym,n07884567,train
n02887209,_hyponym,n04226322,train
n03171356,_hyponym,n04340935,train
n01326291,_hyponym,n01342269,train
n11649878,_hypernym,n13108841,train
n03210683,_hyponym,n02682922,train
n02512938,_hyponym,n02530421,train
n10690421,_hypernym,n10726786,train
n03744840,_hyponym,n03706653,train
n02025043,_hypernym,n02023341,train
n02958343,_member_of_domain_topic,n10403876,train
n02836035,_part_of,n02834778,train
n12205694,_hyponym,n12093885,train
n07882497,_hyponym,n07860988,train
n12282235,_hypernym,n12281241,train
n03554460,_hypernym,n03733925,train
n13109733,_hypernym,n13104059,train
n03673450,_hypernym,n04508949,train
n10592049,_hypernym,n10129825,train
n03060728,_hypernym,n02670382,train
n13122364,_hyponym,n12612170,train
n02892767,_hypernym,n04508163,train
n02930766,_hypernym,n02958343,train
n12707781,_hyponym,n12711398,train
n03271574,_hypernym,n03320046,train
n01985797,_hypernym,n01985128,train
n01597336,_hyponym,n01597737,train
n11786539,_has_part,n07736813,train
n02496913,_hypernym,n02469914,train
n01619536,_hypernym,n01618922,train
n12282737,_hypernym,n12281241,train
n03297735,_hyponym,n04511002,train
n04209613,_hypernym,n02873839,train
n13193642,_hypernym,n11545714,train
n02802721,_hypernym,n04285146,train
n01597737,_hypernym,n01597336,train
n02933112,_hypernym,n03405725,train
n12548280,_hyponym,n12549192,train
n13148384,_hypernym,n13100677,train
n09835506,_hypernym,n09820263,train
n03341297,_part_of,n02880546,train
n13100677,_hyponym,n11996251,train
n03594277,_hypernym,n03525827,train
n12205694,_hyponym,n12350758,train
n00433661,_hypernym,n00523513,train
n04371979,_has_part,n03521076,train
n04062644,_hypernym,n04552348,train
n00478262,_member_of_domain_topic,n10782471,train
n15090742,_hyponym,n14919819,train
n07762534,_hypernym,n07705931,train
n13109733,_hyponym,n12317296,train
n12378963,_has_part,n07762534,train
n03455488,_hypernym,n03743902,train
n04198797,_part_of,n04366116,train
n01755740,_hypernym,n01754876,train
n03137579,_hypernym,n02886599,train
n04105893,_hyponym,n03619890,train
n02262178,_hypernym,n02159955,train
n04593866,_hypernym,n03093792,train
n09627906,_hypernym,n09764201,train
n02271897,_hyponym,n02272552,train
n04422875,_part_of,n03567066,train
n11692265,_has_part,n11691046,train
n04593866,_part_of,n04169437,train
n00007846,_hyponym,n09918554,train
n02072493,_hypernym,n02062744,train
n02782093,_derivationally_related_form,n09835348,train
n03082979,_has_part,n03209910,train
n07828378,_hypernym,n07809368,train
n10451858,_hypernym,n09831962,train
n00479076,_hyponym,n00479887,train
n10175725,_synset_domain_topic_of,n02691156,train
n03956922,_hyponym,n03772269,train
n12727301,_hyponym,n12727518,train
n08559155,_hypernym,n08558963,train
n03150232,_hypernym,n03736970,train
n03405725,_hyponym,n02822579,train
n09409512,_hypernym,n09366317,train
n03344935,_hypernym,n03812924,train
n03156405,_hyponym,n02889996,train
n02772554,_hypernym,n04285146,train
n03273740,_hypernym,n04580493,train
n02691156,_has_part,n04590553,train
n09831962,_hyponym,n09633969,train
n02152991,_hyponym,n02153203,train
n02876657,_hypernym,n04531098,train
n02418064,_hypernym,n02401031,train
n03160309,_hypernym,n02796623,train
n13067191,_hypernym,n13066129,train
n10667709,_hypernym,n09943239,train
n03574816,_hyponym,n02987047,train
n01855672,_hyponym,n01857632,train
n12496427,_hypernym,n13104059,train
n11779300,_hyponym,n11782878,train
n10709529,_hypernym,n00007846,train
n01650901,_hypernym,n01650167,train
n03733925,_hypernym,n03574816,train
n04318131,_synset_domain_topic_of,n00463543,train
n09846755,_hypernym,n10078806,train
n03809686,_part_of,n03028079,train
n01936391,_hyponym,n01936671,train
n12732009,_hypernym,n12731401,train
n02159955,_hyponym,n02241569,train
n04127904,_part_of,n04128837,train
n02924116,_hyponym,n03769881,train
n02865931,_part_of,n03682487,train
n02456962,_hypernym,n02453611,train
n03257586,_hyponym,n03316105,train
n02504770,_hypernym,n02503517,train
n03328201,_part_of,n03684823,train
n02484473,_hyponym,n02488702,train
n10198832,_hypernym,n09622302,train
n03528263,_hypernym,n02729837,train
n04194289,_member_of_domain_topic,n08644045,train
n09811712,_hyponym,n10630188,train
n00464651,_hyponym,n00464894,train
n13104059,_hyponym,n12663804,train
n03211117,_hyponym,n04539053,train
n03894379,_hypernym,n04341686,train
n12446200,_hyponym,n12448136,train
n12076577,_hypernym,n12041446,train
n12659356,_hyponym,n12659539,train
n03391770,_hyponym,n03390983,train
n04959672,_hyponym,n04970916,train
n11630017,_hyponym,n11635152,train
n11552386,_hyponym,n11596108,train
n11816336,_hypernym,n11815491,train
n07713395,_hyponym,n07735803,train
n02041246,_hyponym,n02042180,train
n10156629,_hypernym,n10020890,train
n03623556,_has_part,n03474896,train
n07567707,_hypernym,n07566340,train
n13118707,_hyponym,n12746884,train
n12205694,_hyponym,n11920998,train
n09991867,_hyponym,n09921034,train
n12205694,_hyponym,n12002428,train
n02298541,_hyponym,n02299039,train
n02031934,_hyponym,n02032480,train
n07829412,_hyponym,n07838233,train
n07809096,_hypernym,n07566340,train
n01983481,_hypernym,n01983048,train
n03663433,_hypernym,n03841666,train
n02627835,_hyponym,n02628259,train
n10205457,_hyponym,n10568200,train
n11871059,_hypernym,n11868814,train
n12593122,_hypernym,n12582846,train
n13235503,_hypernym,n13233727,train
n03918737,_hypernym,n03277771,train
n11668117,_hypernym,n11665372,train
n01628770,_hypernym,n01627424,train
n06595351,_hyponym,n06596179,train
n02853016,_hyponym,n04549919,train
n07709333,_hyponym,n07723330,train
n02353861,_hyponym,n02354162,train
n02199170,_hypernym,n02198532,train
n01942869,_hypernym,n01942177,train
n12780563,_hypernym,n12779603,train
n03790755,_hyponym,n03788498,train
n02073250,_hyponym,n02074726,train
n04447443,_hyponym,n03994008,train
n13100156,_hyponym,n11723770,train
n02299846,_hypernym,n02298541,train
n03265032,_hyponym,n04057047,train
n04295081,_hyponym,n04124202,train
n01457082,_hypernym,n02528163,train
n01318894,_hypernym,n00015388,train
n03309465,_part_of,n03852688,train
n02692232,_hypernym,n02687992,train
n02081060,_hypernym,n02079389,train
n12588320,_hypernym,n12583126,train
n02950632,_hyponym,n04077594,train
n03703590,_hypernym,n03309808,train
n12197601,_hypernym,n13136556,train
n03699975,_hyponym,n03997484,train
n09663248,_hypernym,n09669631,train
n02084071,_hyponym,n02113335,train
n03183080,_hyponym,n03574816,train
n04099429,_hypernym,n04524313,train
n03528263,_hyponym,n04580493,train
n04599235,_hypernym,n03309808,train
n12162758,_hypernym,n13134947,train
n03733925,_hyponym,n03429288,train
n12197359,_has_part,n12197601,train
n04356925,_hypernym,n04105893,train
n07572353,_hypernym,n00021265,train
n09927451,_hyponym,n09928136,train
n04131015,_hypernym,n03679712,train
n07733217,_part_of,n12024445,train
n13123431,_hyponym,n12366313,train
n03270165,_hypernym,n03294048,train
n09303008,_hyponym,n09326662,train
n03265032,_hyponym,n03020692,train
n04039848,_has_part,n03857828,train
n01829869,_hyponym,n01830042,train
n07731587,_part_of,n11953339,train
n11547562,_hyponym,n13221529,train
n03351151,_hypernym,n03532342,train
n02562315,_hyponym,n02564720,train
n07901587,_hyponym,n07905038,train
n11672400,_hyponym,n11991263,train
n07573696,_has_part,n07580053,train
n04152593,_hyponym,n02769075,train
n12606545,_hypernym,n12205694,train
n02770078,_part_of,n03146219,train
n12798284,_hypernym,n12205694,train
n02814774,_hypernym,n03051540,train
n00471613,_hyponym,n00475787,train
n02432511,_hyponym,n02432704,train
n03269401,_hyponym,n02991048,train
n04127904,_hypernym,n03932670,train
n03459914,_hypernym,n04081281,train
n03897943,_hypernym,n03932670,train
n02127808,_hyponym,n02130308,train
n11669921,_hyponym,n12360108,train
n13109733,_hyponym,n12189779,train
n12015525,_hypernym,n12205694,train
n02248368,_hyponym,n02248510,train
n12205694,_hyponym,n12800586,train
n01567133,_hyponym,n01567678,train
n02848523,_hyponym,n03873699,train
n02954340,_hyponym,n03610682,train
n03731695,_hypernym,n03481172,train
n02525703,_hypernym,n02521646,train
n03714235,_hypernym,n03113152,train
n03108853,_hypernym,n03967942,train
n10782940,_hypernym,n09613191,train
n03401721,_part_of,n02686568,train
n10084043,_hypernym,n09918248,train
n02575325,_hypernym,n02574910,train
n03614007,_part_of,n04505036,train
n12221191,_hyponym,n12221522,train
n00007846,_hyponym,n09631129,train
n09287968,_hyponym,n09366317,train
n12205694,_hyponym,n12864160,train
n02492356,_hypernym,n02489589,train
n02329401,_hyponym,n02368116,train
n02935658,_hypernym,n04081281,train
n12248574,_has_part,n07743224,train
n01529672,_hyponym,n01533339,train
n04574999,_hyponym,n02836035,train
n04413151,_part_of,n02810471,train
n12281974,_hypernym,n12281241,train
n11552133,_hypernym,n00017222,train
n03187268,_hypernym,n04588739,train
n12917901,_hyponym,n12918609,train
n12761284,_hypernym,n12651821,train
n04085017,_part_of,n02958343,train
n04285146,_hyponym,n04318131,train
n03343853,_hyponym,n04090263,train
n13211790,_hyponym,n13212025,train
n01789740,_hyponym,n01791625,train
n03405725,_hyponym,n04379243,train
n07597145,_hyponym,n07642471,train
n12733647,_hypernym,n12731401,train
n03183080,_hyponym,n03320046,train
n02590495,_hyponym,n02593019,train
n02405440,_hypernym,n02402175,train
n10027246,_hypernym,n00007846,train
n02150482,_hypernym,n02141306,train
n02773037,_hypernym,n03094503,train
n04335435,_hypernym,n04170037,train
n02041875,_hypernym,n02041246,train
n03508101,_hypernym,n03183080,train
n01579410,_hypernym,n01578575,train
n10583790,_hypernym,n09928451,train
n02374451,_member_meronym,n02376542,train
n03409591,_hypernym,n04105068,train
n06277280,_member_of_domain_topic,n04405907,train
n04257790,_part_of,n04137444,train
n01680478,_hypernym,n01680264,train
n12165384,_has_part,n07718472,train
n04089666,_part_of,n03474167,train
n04050600,_part_of,n04052757,train
n12101870,_hyponym,n12102133,train
n11659248,_hypernym,n13108841,train
n03346455,_has_part,n03346135,train
n02521646,_hyponym,n02524524,train
n02246011,_hyponym,n02259377,train
n04557308,_hyponym,n04558804,train
n10557854,_hyponym,n10177150,train
n02041246,_hyponym,n02042472,train
n07819769,_hypernym,n07809368,train
n02051474,_hyponym,n02053083,train
n03662719,_hypernym,n03663531,train
n07685730,_hypernym,n07679356,train
n07710283,_hyponym,n07730708,train
n12205694,_hyponym,n12356395,train
n12242409,_hypernym,n13109733,train
n11748002,_hyponym,n12578916,train
n12640607,_hypernym,n12651821,train
n07743723,_hypernym,n07742704,train
n13104059,_hyponym,n11756092,train
n04235291,_hyponym,n02861022,train
n01644900,_hypernym,n01639765,train
n07816052,_part_of,n11707229,train
n01555809,_hypernym,n01525720,train
n04014297,_hyponym,n03673767,train
n03294048,_hyponym,n03730153,train
n01978930,_hypernym,n01976957,train
n12102133,_hyponym,n12119238,train
n12189429,_hypernym,n13104059,train
n07570720,_hyponym,n07650903,train
n12449296,_hyponym,n12449934,train
n02700064,_hypernym,n03433877,train
n07723330,_hyponym,n07723559,train
n01727646,_hypernym,n01726692,train
n01886756,_hyponym,n02371344,train
n09821831,_hyponym,n09760609,train
n01525720,_hyponym,n01601694,train
n11623105,_hyponym,n11623967,train
n13104059,_hyponym,n12198286,train
n04041069,_hypernym,n03508101,train
n02650050,_hyponym,n02650541,train
n02528163,_hyponym,n02551668,train
n13100677,_hyponym,n12485981,train
n02554730,_hyponym,n02619861,train
n02371344,_hypernym,n01886756,train
n10632576,_hyponym,n10369699,train
n02958343,_hyponym,n04166281,train
n07818277,_hypernym,n07809368,train
n12377198,_hypernym,n13104059,train
n02341288,_hypernym,n02339376,train
n04552696,_hyponym,n02687172,train
n03579538,_part_of,n02913152,train
n02913152,_hyponym,n03544360,train
n03997484,_hyponym,n03955296,train
n02686379,_hypernym,n03102859,train
n12493426,_hypernym,n13136316,train
n12561594,_hypernym,n11748002,train
n03682487,_part_of,n03233905,train
n03696065,_part_of,n02958343,train
n01982068,_hypernym,n01981702,train
n10284064,_hyponym,n10431122,train
n02657368,_hyponym,n02663849,train
n04111190,_hyponym,n04277493,train
n02401031,_hyponym,n02411705,train
n02958343,_has_part,n03424630,train
n11771539,_hyponym,n11771924,train
n12165170,_has_part,n07756641,train
n00007846,_hyponym,n10314182,train
n03751590,_hypernym,n03259505,train
n04364827,_hypernym,n03623556,train
n12844409,_hypernym,n12205694,train
n04598582,_hypernym,n04586932,train
n12373100,_hypernym,n12651821,train
n13067532,_hypernym,n13066129,train
n01684578,_hypernym,n01684133,train
n03079136,_hypernym,n02958343,train
n02913152,_has_part,n03109881,train
n10129825,_hyponym,n09919451,train
n02594250,_hyponym,n02599052,train
n03183080,_hyponym,n03614007,train
n07814925,_part_of,n12356023,train
n03895866,_member_holonym,n03896233,train
n02866578,_hyponym,n03054605,train
n12695144,_hyponym,n12700357,train
n02338145,_hypernym,n02329401,train
n03484083,_hyponym,n02797295,train
n03699975,_hyponym,n04064401,train
n12670758,_hypernym,n13104059,train
n10648696,_hypernym,n09765278,train
n02484975,_hypernym,n02484473,train
n04178329,_hypernym,n03743902,train
n12205694,_hyponym,n12441183,train
n04004475,_hyponym,n03007591,train
n02075612,_hypernym,n00015388,train
n03094503,_hyponym,n02839910,train
n02191273,_hypernym,n02190166,train
n03536761,_hyponym,n03622058,train
n00007846,_hyponym,n09607630,train
n04495843,_has_part,n03512911,train
n12515711,_hypernym,n11747468,train
n12709901,_hyponym,n12710577,train
n02395003,_hyponym,n02396427,train
n02406174,_hyponym,n02407390,train
n02057731,_hypernym,n02021795,train
n13120211,_hypernym,n13100677,train
n02276749,_hypernym,n02274822,train
n02862048,_hyponym,n03112719,train
n02237424,_hyponym,n02237581,train
n04577769,_has_part,n03643907,train
n01549886,_hypernym,n01547832,train
n04171629,_hypernym,n03948459,train
n02075927,_hyponym,n02081571,train
n04437953,_hyponym,n04438304,train
n12651821,_hyponym,n12745386,train
n11832899,_hypernym,n11832214,train
n12142085,_hypernym,n12141495,train
n10630188,_hyponym,n09784564,train
n03674440,_hypernym,n03738241,train
n02670382,_hypernym,n04147495,train
n12527738,_hypernym,n13104059,train
n04113765,_hypernym,n02733524,train
n01883920,_hypernym,n01883513,train
n04105893,_hyponym,n03718581,train
n03470387,_hypernym,n04216963,train
n02886599,_part_of,n03391770,train
n02977438,_hypernym,n02976939,train
n12898342,_hypernym,n12205694,train
n07811416,_hyponym,n07818995,train
n04566257,_hyponym,n03171228,train
n02187554,_hypernym,n02186153,train
n04418357,_hypernym,n03151077,train
n01806567,_hypernym,n01802721,train
n03815482,_hypernym,n03051540,train
n03537412,_hypernym,n04027023,train
n07710616,_hyponym,n07711080,train
n02880546,_hyponym,n02803934,train
n07747055,_hyponym,n07750449,train
n04377057,_hyponym,n03078287,train
n02638596,_hyponym,n02641379,train
n12268246,_hyponym,n12272432,train
n04565375,_hyponym,n04449966,train
n03574816,_hyponym,n04565375,train
n09767197,_hypernym,n00007846,train
n02359324,_hypernym,n02329401,train
n06277280,_hypernym,n06276697,train
n04532106,_hyponym,n03880129,train
n02075296,_hyponym,n02507649,train
n02198532,_hyponym,n02199170,train
n07915618,_hyponym,n07915800,train
n07889510,_hyponym,n07888465,train
n09774783,_hyponym,n10580030,train
n09632518,_hyponym,n09861946,train
n12602262,_hypernym,n13118707,train
n04110955,_hyponym,n04111668,train
n03027250,_part_of,n03239726,train
n11877473,_hypernym,n11868814,train
n07733394,_hypernym,n07707451,train
n01537134,_hyponym,n01537544,train
n11672400,_hyponym,n12006766,train
n01889520,_hyponym,n01890860,train
n09950457,_hypernym,n00007846,train
n07755929,_hypernym,n07755707,train
n00015388,_hyponym,n01314910,train
n01687665,_hyponym,n01688961,train
n11916467,_hypernym,n12205694,train
n01751036,_hypernym,n01745125,train
n02902079,_hyponym,n02838728,train
n02958343,_hyponym,n02814533,train
n03419014,_hyponym,n03502331,train
n02885338,_synset_domain_topic_of,n00445802,train
n03033362,_has_part,n04079933,train
n07912211,_hypernym,n07911371,train
n08558963,_hyponym,n08559155,train
n01857632,_hypernym,n01855672,train
n01316422,_hypernym,n00015388,train
n02656670,_hypernym,n02652668,train
n02519686,_hypernym,n02517442,train
n09617696,_hypernym,n00007846,train
n10131590,_hypernym,n10154186,train
n12561594,_part_of,n12561309,train
n10709529,_hyponym,n10435988,train
n02448318,_hypernym,n02441326,train
n12205694,_hyponym,n11968931,train
n04211528,_hypernym,n03736970,train
n02016956,_hypernym,n02016358,train
n12651821,_hyponym,n12644902,train
n12924623,_has_part,n11689678,train
n04539053,_hypernym,n03211117,train
n12709349,_hypernym,n12707781,train
n02928608,_hypernym,n03323703,train
n04186051,_hypernym,n04447443,train
n00479076,_hyponym,n00480993,train
n01727646,_hyponym,n01736796,train
n03700963,_hyponym,n04574999,train
n10129825,_hyponym,n10745770,train
n09927451,_hyponym,n09983572,train
n03161450,_hyponym,n04198797,train
n03775199,_hyponym,n02850732,train
n04263760,_hyponym,n03665366,train
n13183056,_hypernym,n11545714,train
n04469813,_hypernym,n03100490,train
n02405101,_hypernym,n02402175,train
n03899768,_part_of,n03417749,train
n02913152,_hyponym,n03449564,train
n02727825,_hyponym,n03567066,train
n12412987,_hypernym,n13125117,train
n13100677,_hyponym,n12470092,train
n13125117,_hyponym,n11781176,train
n11786539,_hypernym,n11779300,train
n01525720,_hyponym,n01563128,train
n02958343,_has_part,n04425977,train
n12719684,_has_part,n07819769,train
n00475787,_member_of_domain_topic,n10386984,train
n12387633,_hypernym,n12205694,train
n03321103,_part_of,n03321419,train
n01618503,_hypernym,n01604330,train
n01538955,_hypernym,n01525720,train
n12467592,_hypernym,n12466727,train
n13100677,_hyponym,n12742741,train
n03365991,_hypernym,n04341686,train
n03625943,_hypernym,n03051540,train
n07809368,_hyponym,n07828156,train
n04062179,_has_part,n03948950,train
n03787523,_hypernym,n03600977,train
n12890685,_hypernym,n13122364,train
n12205694,_hyponym,n12844939,train
n00007846,_hyponym,n09620078,train
n02967407,_hypernym,n02817650,train
n03391770,_has_part,n02886599,train
n03577090,_part_of,n03020034,train
n07814203,_part_of,n11704791,train
n02685365,_hypernym,n04081844,train
n12164656,_hypernym,n12164363,train
n01789740,_hyponym,n01809106,train
n09697401,_hyponym,n09722658,train
n12205694,_hyponym,n12848499,train
n12806732,_hypernym,n13104059,train
n04563204,_part_of,n04561422,train
n12402348,_hypernym,n12401335,train
n04019101,_hyponym,n04468005,train
n02740764,_hyponym,n03513376,train
n01503061,_hyponym,n01822602,train
n11658709,_hypernym,n13108841,train
n07850329,_hypernym,n07843775,train
n04110955,_has_part,n02817031,train
n03123553,_derivationally_related_form,n02849154,train
n11747468,_hyponym,n12544240,train
n07692614,_hypernym,n07680932,train
n13104059,_hyponym,n12194613,train
n03414162,_hypernym,n03294048,train
n03058107,_hyponym,n03437430,train
n10333317,_hypernym,n10207169,train
n03725035,_hypernym,n04014297,train
n13104059,_hyponym,n12570394,train
n01321579,_hyponym,n02513560,train
n07729225,_hypernym,n07728804,train
n12205694,_hyponym,n11902709,train
n03259505,_has_part,n03199775,train
n01883513,_hyponym,n01884834,train
n04592741,_has_part,n03357716,train
n12266217,_hypernym,n13104059,train
n03102654,_hypernym,n04070727,train
n02141306,_hyponym,n02141713,train
n10142747,_hyponym,n10345015,train
n13085113,_hyponym,n12033139,train
n12834798,_hypernym,n12205694,train
n07873807,_hypernym,n07557434,train
n04557308,_hypernym,n03875218,train
n01439121,_hyponym,n01443537,train
n10763383,_hyponym,n10763620,train
n07708512,_hypernym,n07581346,train
n03294048,_hyponym,n02727825,train
n11748002,_hypernym,n13139055,train
n03976467,_hypernym,n02942699,train
n12062781,_hypernym,n12062468,train
n02439033,_hypernym,n02399000,train
n02034661,_hyponym,n02034971,train
n02534559,_hyponym,n02537085,train
n12450344,_hyponym,n12450607,train
n04444749,_part_of,n04199027,train
n04285146,_hypernym,n03294048,train
n03959701,_hypernym,n04192858,train
n00007846,_hyponym,n10150794,train
n07882886,_hypernym,n07882497,train
n09608709,_hyponym,n10257221,train
n09606527,_hypernym,n00007846,train
n12642200,_has_part,n07757312,train
n04257790,_hypernym,n03269401,train
n02374451,_hypernym,n02374149,train
n01767661,_hyponym,n01769347,train
n02250822,_hypernym,n02248368,train
n03490324,_hyponym,n03441112,train
n03024064,_hypernym,n02735688,train
n01546921,_hyponym,n01553142,train
n04421872,_hyponym,n03749807,train
n03391770,_hyponym,n02977619,train
n02600298,_hyponym,n02600798,train
n02409870,_hypernym,n02402175,train
n04112752,_hypernym,n03714235,train
n10129825,_hyponym,n10539160,train
n07749731,_part_of,n12711984,train
n03800933,_hyponym,n03614532,train
n12969131,_hypernym,n12992868,train
n03246454,_hypernym,n03151077,train
n07901587,_hyponym,n07907037,train
n07810907,_hypernym,n07809368,train
n07557165,_hyponym,n07594737,train
n04960277,_hyponym,n04960582,train
n03405265,_hyponym,n04118021,train
n02563182,_hyponym,n02563949,train
n01936391,_hyponym,n01937579,train
n02005399,_hypernym,n02000954,train
n09701148,_hyponym,n09702134,train
n04609651,_hypernym,n02727825,train
n15091129,_hypernym,n15090742,train
n03197446,_hypernym,n03163798,train
n07812913,_hypernym,n07809368,train
n07707451,_hyponym,n07710283,train
n04500060,_hypernym,n03101986,train
n00452293,_hypernym,n00433661,train
n02923129,_hyponym,n03422072,train
n07612632,_hyponym,n07620145,train
n10053808,_hyponym,n10120671,train
n10400998,_hyponym,n09896170,train
n13135832,_hyponym,n12593341,train
n01815601,_hypernym,n01810700,train
n04009552,_hyponym,n03795976,train
n09428293,_hypernym,n09433442,train
n12712626,_hypernym,n12205694,train
n10438172,_hyponym,n10556518,train
n02841315,_has_part,n03309465,train
n01606177,_derivationally_related_form,n01606177,train
n03238131,_part_of,n04417809,train
n00007846,_hyponym,n09951274,train
n03481521,_hypernym,n03997484,train
n12205694,_hyponym,n11747468,train
n02489589,_hyponym,n02493793,train
n02948072,_has_part,n04581829,train
n02971691,_hypernym,n02703275,train
n11875691,_hyponym,n11875938,train
n10678937,_hypernym,n09853881,train
n01603600,_hypernym,n01525720,train
n02104523,_hypernym,n02103406,train
n07765612,_hypernym,n07705931,train
n03636649,_hypernym,n03405725,train
n03736970,_hyponym,n03082807,train
n03948950,_hypernym,n03736970,train
n03461385,_hypernym,n03722288,train
n01845477,_hyponym,n01846331,train
n03575958,_hyponym,n03576215,train
n02757810,_hypernym,n04391838,train
n02329401,_hyponym,n02346627,train
n12496949,_hypernym,n12524188,train
n07705931,_hyponym,n07764486,train
